_id,Country,Project Name,Type,Status,Capacity (MW),Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country_1,Province/State,District,Tributary,Latitude,Longitude,Proximity,Avg. Annual Output (MWh),Data Source,Announcement/More Information,Link,the_geom
356,Vietnam,Nam Pung,Hydro,Operational,9.3,2009,Greece,Intracom,,,,,Vietnam,Lào Cai,Bát Xát,Red Mainstem and Delta,22.5069,103.691,,30000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-pung-Hydropower,,0101000020E610000087A757CA32EC5940A857CA32C4813640
357,Vietnam,Nam Soi,Hydro,Operational,10,2010,,,,,,,,,,,20.9127,103.735,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E61000008602B68311EF5940B7CF2A33A5E93440
358,Thailand,Ban Koum,Hydro,Planned,1872,,Thailand; Laos,Italian Thai and Asian Corp Holdings Limited (Thailand),,,,,Thailand,Ubon Ratchathani,Khong Chiam,Mekong Mainstream - Lower,15.4179,105.587,,,"Ministry of Energy and Mines, Lao PDR","Signed MOU 25/3/2008, passed on 25/09/2010 first time, passed 25/09/2011",,0101000020E6100000E86A2BF697655A40124E0B5EF4D52E40
359,Thailand,Xaybangtrongtonteng,Hydro,Planned,10,,,,,,,,Thailand,Mukdahan,Muang Mukdahan,Mekong Mainstream - Lower,16.5671,104.698,"Actual location unknown, currently sited at locality in link/announcement",,"Ministry of Energy and Mines, Lao PDR",Done with FS,,0101000020E6100000E9263108AC2C5A40C58F31772D913040
360,Thailand,Mae Lama Luang,Hydro,Planned,240,,Thailand,EGAT,,,,,Thailand,,,,17.8482,97.9098,,,CIGAR 2016,https://data.opendevelopmentmekong.net/dataset/greater-mekong-subregion-hydropower-dams-2016?type=dataset,,0101000020E6100000A779C7293A7A5840FED478E926D93140
361,Thailand,Mae Sariang 2,Hydro,Planned,792,,Thailand,EGAT,,,,,Thailand,,,,18.1639,97.9607,,,CIGAR 2016,https://data.opendevelopmentmekong.net/dataset/greater-mekong-subregion-hydropower-dams-2016?type=dataset,,0101000020E61000002CBCCB457C7D5840601F9DBAF2293240
362,Cambodia,Bokor Plateau,Hydro,Planned,28,,,,,,,,Cambodia,Kampot,Tuek Chhou,Coastal Rivers Kampot-Sihanoukville,10.8191,104.016,,,OpenDevelopment,,,0101000020E6100000B7D100DE02015A40889D29745EA32540
363,Cambodia,Kirirom II,Hydro,Planned,1,,,,,,,,Cambodia,Koh Kong,Kampong Seila,Prek Kampong Saom,11.2394,104.046,,,OpenDevelopment,,,0101000020E61000001E166A4DF3025A405F984C158C7A2640
364,Cambodia,Lower Sekong,Hydro,Planned,190,,Cambodia,Royal Group (Cambodia),,,,,Cambodia,Stung Treng,Siem Pang,Sekong,13.859,106.271,,,OpenDevelopment,https://wle-mekong.cgiar.org; https://www.internationalrivers.org/sites/default/files/attached-files/3s_rivers_english.pdf,https://www.cambodiadaily.com/news/kith-meng-backs-plans-for-three-hydropower-dams-124528/,0101000020E61000000C93A98251915A4047382D78D1B72B40
365,Cambodia,Lower Sesan I,Hydro,Planned,96,,Vietnam,EVN (Vietnam),,,,,Cambodia,Stung Treng,Sesan,Sesan,13.5456,106.07,,,OpenDevelopment,https://www.internationalrivers.org/sites/default/files/attached-files/3s_rivers_english.pdf,https://www.internationalrivers.org/sites/default/files/attached-files/3s_rivers_english.pdf,0101000020E6100000FF21FDF675845A4065AA605452172B40
366,Cambodia,Lower Sesan III,Hydro,Planned,375,,China,Power Construction Corp (China),China,China EXIM Bank (China),China,Power Construction Corp (China),Cambodia,Ratanak Kiri,Veun Sai,Sesan,14.0216,106.851,,,OpenDevelopment,https://www.internationalrivers.org/blogs/435/reflections-on-chinese-companies%E2%80%99-global-investments-in-the-hydropower-sector-between-2006; https://portals.iucn.org/library/sites/library/files/documents/2015-044.pdf,https://portals.iucn.org/library/sites/library/files/documents/2015-044.pdf,0101000020E610000043AD69DE71B65A402592E865140B2C40
367,Cambodia,Lower Srepok II,Hydro,Planned,222,,Vietnam,EVN (Vietnam),,,,,Cambodia,Stung Treng,Sesan,Srepok,13.4667,106.4,,,OpenDevelopment,,,0101000020E61000001283C0CAA1995A40575BB1BFECEE2A40
368,Cambodia,Lower Srepok III,Hydro,Planned,330,,China,Huadian (China),,,China,Huadian (China),Cambodia,Ratanak Kiri,Lumphat,Srepok,13.3852,107.042,,,OpenDevelopment,https://www.internationalrivers.org/sites/default/files/attached-files/3s_rivers_english.pdf,,0101000020E610000009F9A067B3C25A40697407B133C52A40
369,Cambodia,Lower Srepok IV,Hydro,Planned,220,,China,Huadian (China),,,China,Huadian (China),Cambodia,Ratanak Kiri,Ou Ya Dav,Srepok,13.3372,107.465,,,OpenDevelopment,https://www.internationalrivers.org/sites/default/files/attached-files/3s_rivers_english.pdf,,0101000020E6100000A857CA32C4DD5A409413ED2AA4AC2A40
370,Cambodia,Middle Stung Russei Chrum,Hydro,Planned,125,,China,China Huadian Lower Stung Russei Chrum,,,,,Cambodia,Koh Kong,Thma Bang,Steng Atay,11.9268,103.324,,,OpenDevelopment,,https://www.construction-property.com/km/hydropower-dam-projects-proposed/,0101000020E6100000A2B437F8C2D45940B48EAA2688DA2740
371,Cambodia,O Phlai I,Hydro,Planned,5,,,,,,,,Cambodia,Ratanak Kiri,Ou Chum,Sesan,13.7723,106.987,,,OpenDevelopment,,,0101000020E6100000D0D556EC2FBF5A407A7077D66E8B2B40
372,Cambodia,O Phlai II,Hydro,Planned,4,,,,,,,,Cambodia,Mondulkiri,Ou Reang,Srepok,12.4008,107.384,,,OpenDevelopment,,,0101000020E6100000462575029AD85A4077DB85E63ACD2840
373,Cambodia,O Phlai III,Hydro,Planned,5,,,,,,,,Cambodia,Mondulkiri,Ou Reang,Srepok,12.5178,107.386,,,OpenDevelopment,,,0101000020E6100000789CA223B9D85A407EC6850321092940
374,Cambodia,O Phlai IV,Hydro,Planned,7,,,,,,,,Cambodia,Mondulkiri,Pechr Chenda,Srepok,12.5907,107.369,,,OpenDevelopment,,,0101000020E61000006B9A779CA2D75A40CAE02879752E2940
375,Cambodia,O Sla,Hydro,Planned,2,,,,,,,,Cambodia,Mondulkiri,Pechr Chenda,Srepok,12.8018,107.419,,,OpenDevelopment,,,0101000020E6100000894160E5D0DA5A40D13FC1C58A9A2940
376,Cambodia,O Tourou Trav,Hydro,Planned,1,,,,,,,,Cambodia,Kampot,Tuek Chhou,Coastal Rivers Kampot-Sihanoukville,10.8458,104.102,,,OpenDevelopment,,,0101000020E610000011C7BAB88D065A40E2E995B20CB12540
377,Cambodia,Phnom Batau,Hydro,Planned,4,,,,,,,,Cambodia,Koh Kong,Srae Ambel,Prek Kampong Saom,11.214,103.827,,,OpenDevelopment,,,0101000020E610000014D044D8F0F459405A12A0A6966D2640
378,Cambodia,Prek Chbar,Hydro,Planned,5,,,,,,,,Cambodia,Mondulkiri,Kaoh Nheaek,Srepok,13.0681,107.048,,,OpenDevelopment,,,0101000020E610000002BC051214C35A40DE54A4C2D8222A40
379,Cambodia,Prek Chhlong I,Hydro,Planned,7,,,,,,,,Cambodia,Kratié,Snuol,Prek Chhlong,12.25,106.484,,,OpenDevelopment,,,0101000020E6100000AC8BDB68009F5A400000000000802840
380,Cambodia,Prek Chhlong II,Hydro,Planned,25,,Singapore,,,,,,Cambodia,Kratié,Chhloung,Prek Chhlong,12.1134,106.259,,,OpenDevelopment,MME 2011,,0101000020E61000007F6ABC7493905A4043C5387F133A2840
381,Cambodia,Prek Kampi I,Hydro,Planned,2,,,,,,,,Cambodia,Kratié,Sambour,Prek Kampi,12.7804,106.439,,,OpenDevelopment,,,0101000020E610000032772D211F9C5A40E449D235938F2940
382,Cambodia,Prek Kampi II,Hydro,Planned,6,,,,,,,,Cambodia,Kratié,Kracheh,Prek Kampi,12.6168,106.218,,,OpenDevelopment,,,0101000020E6100000CBA145B6F38D5A40401361C3D33B2940
383,Cambodia,Prek Krieng I,Hydro,Planned,8,,,,,,,,Cambodia,Kratié,Sambour,Prek Preah-Prek Krieng,12.9432,106.527,,,OpenDevelopment,,,0101000020E6100000CB10C7BAB8A15A40897B2C7DE8E22940
384,Cambodia,Prek Krieng II,Hydro,Planned,6,,,,,,,,Cambodia,Kratié,Sambour,Prek Preah-Prek Krieng,12.9655,106.322,,,OpenDevelopment,,,0101000020E6100000AA8251499D945A40AED85F764FEE2940
385,Cambodia,Prek Liang I,Hydro,Planned,64,,South Korea,Korea Telecom Cable Co. (KTC),,,,,Cambodia,Ratanak Kiri,Ta Veaeng,Sesan,14.3141,107.289,,,OpenDevelopment,,,0101000020E61000008351499D80D25A408D62B9A5D5A02C40
386,Cambodia,Prek Liang IA,Hydro,Planned,11,,South Korea,Korea Telecom Cable Co. (KTC),,,,,Cambodia,Ratanak Kiri,Ta Veaeng,Sesan,14.1909,107.25,,,OpenDevelopment,,,0101000020E6100000158C4AEA04D05A4052448655BC612C40
387,Cambodia,Prek Liang II,Hydro,Planned,64,,South Korea,Korea Telecom Cable Co. (KTC),,,,,Cambodia,Ratanak Kiri,Ta Veaeng,Sesan,14.4317,107.357,,,OpenDevelopment,,,0101000020E61000003B70CE88D2D65A405BB6D61709DD2C40
388,Cambodia,Prek Por I,Hydro,Planned,17,,,,,,,,Cambodia,Mondulkiri,Ou Reang,Srepok,12.4611,107.423,,,OpenDevelopment,,,0101000020E6100000B3EA73B515DB5A4079060DFD13EC2840
389,Cambodia,Prek Por II,Hydro,Planned,8,,,,,,,,Cambodia,Mondulkiri,Pechr Chenda,Srepok,12.6928,107.448,,,OpenDevelopment,,,0101000020E61000004D840D4FAFDC5A4034F44F70B1622940
390,Cambodia,Prek Por III,Hydro,Planned,9,,,,,,,,Cambodia,Mondulkiri,Pechr Chenda,Srepok,12.8245,107.477,,,OpenDevelopment,,,0101000020E610000098DD938785DE5A408369183E22A62940
391,Cambodia,Prek Rwei I,Hydro,Planned,7,,,,,,,,Cambodia,Mondulkiri,Pechr Chenda,Srepok,12.7373,107.268,,,OpenDevelopment,,,0101000020E61000004CA60A4625D15A40B610E4A084792940
392,Cambodia,Prek Rwei II,Hydro,Planned,5,,,,,,,,Cambodia,Mondulkiri,Kaoh Nheaek,Srepok,12.9674,107.249,,,OpenDevelopment,,,0101000020E61000005DFE43FAEDCF5A40AC5626FC52EF2940
393,Cambodia,Prek Ter I,Hydro,Planned,17,,,,,,,,Cambodia,Mondulkiri,Kaev Seima,Prek Te,12.5155,106.73,,,OpenDevelopment,,,0101000020E6100000986E1283C0AE5A40642310AFEB072940
394,Cambodia,Prek Ter II,Hydro,Planned,10,,,,,,,,Cambodia,Mondulkiri,Kaev Seima,Prek Te,12.5444,106.399,,,OpenDevelopment,,,0101000020E6100000BD5296218E995A40D8D825AAB7162940
395,Cambodia,Prek Ter III,Hydro,Planned,13,,,,,,,,Cambodia,Kratié,Kracheh,Prek Te,12.3963,106.228,,,OpenDevelopment,,,0101000020E6100000C3F5285C8F8E5A405E807D74EACA2840
396,Cambodia,Prek Thnot,Hydro,Planned,18,,,,,,,,Cambodia,Kampong Speu,Samraong Tong,Mekong Mainstem - Lower Cambodia Floodplain,11.4662,104.347,,,OpenDevelopment,Restored project from pre-KR era,,0101000020E61000002E90A0F831165A40C971A774B0EE2640
397,Cambodia,Stung Battambang II,Hydro,Planned,36,,Russia,ENEX,,,,,Cambodia,Battambang,Samlaut,Steng Mongkol Borei-Battambang,12.4328,102.902,,,WLE Mekong,https://wle-mekong.cgiar.org; https://www.phnompenhpost.com/business/russian-firm-enex-study-dam-feasibility,https://www.phnompenhpost.com/business/russian-firm-enex-study-dam-feasibility,0101000020E6100000F6285C8FC2B959403D61890794DD2840
398,Cambodia,Stung Battambang III,Hydro,Planned,13,,,,,,,,Cambodia,Battambang,Samlaut,Steng Mongkol Borei-Battambang,12.5068,102.844,,,OpenDevelopment,https://wle-mekong.cgiar.org; http://www.mrcmekong.org/assets/Uploads/1.-Hydropower-plan-Cambodia.pdf,,0101000020E61000000B46257502B65940FA7E6ABC74032940
399,Cambodia,Stung Chikreng,Hydro,Planned,1,,,,,,,,Cambodia,Siem Reap,Chi Kraeng,Steng Staung,13.2241,104.368,,,OpenDevelopment,,,0101000020E610000001DE02098A175A40FBAE08FEB7722A40
400,Cambodia,Stung Chinit,Hydro,Planned,5,,,,,,,,Cambodia,Kâmpóng Thum,Baray,Stung Chhnit,12.5182,105.266,,,OpenDevelopment,,,0101000020E61000001B2FDD2406515A402844C02154092940
401,Cambodia,Stung Kep I,Hydro,Planned,4,,,,,,,,Cambodia,Koh Kong,Thma Bang,Coastal Rivers Koh Kong,11.6496,103.198,,,OpenDevelopment,,,0101000020E6100000FFB27BF2B0CC59405B94D920934C2740
402,Cambodia,Stung Kep II,Hydro,Planned,26,,,,,,,,Cambodia,Koh Kong,Thma Bang,Coastal Rivers Koh Kong,11.7418,103.336,,,OpenDevelopment,,,0101000020E610000044696FF085D55940CF4E0647C97B2740
403,Cambodia,Stung Meteuk I,Hydro,Planned,175,,,,,,,,Cambodia,Pursat,Veal Veaeng,Coastal Rivers Trat Chantaburi,12.209,102.765,,,OpenDevelopment,,,0101000020E6100000295C8FC2F5B05940D061BEBC006B2840
404,Cambodia,Stung Meteuk II,Hydro,Planned,210,,,,,,,,Cambodia,Pursat,Veal Veaeng,Coastal Rivers Trat Chantaburi,12.0277,102.864,,,OpenDevelopment,,,0101000020E6100000ECC039234AB759403CDA38622D0E2840
405,Cambodia,Stung Meteuk III,Hydro,Planned,50,,,,,,,,Cambodia,Koh Kong,Mondol Seima,Coastal Rivers Trat Chantaburi,11.8426,102.891,,,OpenDevelopment,,,0101000020E610000030BB270F0BB959403AE97DE36BAF2740
406,Cambodia,Stung Mongkol Borey I,Hydro,Planned,7,,,,,,,,Cambodia,Battambang,Bavel,Steng Mongkol Borei-Battambang,13.0884,102.898,,,OpenDevelopment,,,0101000020E61000002FDD240681B95940CCEEC9C3422D2A40
407,Cambodia,Stung Mongkol Borey II,Hydro,Planned,7,,,,,,,,Cambodia,Battambang,Kamrieng,Steng Mongkol Borei-Battambang,13.1024,102.746,,,OpenDevelopment,,,0101000020E610000072F90FE9B7AF59406A87BF266B342A40
408,Cambodia,Stung Piphot,Hydro,Planned,25,,,,,,,,Cambodia,Koh Kong,Srae Ambel,Coastal Rivers Koh Kong,11.3041,103.602,,,OpenDevelopment,,,0101000020E6100000D122DBF97EE6594024287E8CB99B2640
409,Cambodia,Stung Pursat II,Hydro,Planned,17,,China,,,,,,Cambodia,Pursat,Phnum Kravanh,Steng Pursat,12.3246,103.516,,,OpenDevelopment,,,0101000020E610000054742497FFE05940A03715A930A62840
410,Cambodia,Stung Pursat IV,Hydro,Planned,2,,,,,,,,Cambodia,Pursat,Phnum Kravanh,Steng Pursat,12.2413,103.785,,,OpenDevelopment,,,0101000020E610000058A835CD3BF25940965B5A0D897B2840
411,Cambodia,Stung Pursat V,Hydro,Planned,2,,,,,,China,China Guangdong Foreign Construction Company (China),Cambodia,Pursat,Phnum Kravanh,Steng Pursat,12.3738,103.838,,,OpenDevelopment,http://www.gdfc.cc/en/projects_view.aspx?project_id=320&project_class=30,,0101000020E610000076E09C11A5F559401E1B81785DBF2840
412,Cambodia,Stung Sen,Hydro,Planned,38,,South Korea; Kuwait,,,,,,Cambodia,Preah Vihéar,Rovieng,Steng Sen,13.3757,105.245,,,OpenDevelopment,https://sithi.org/landissue/db/0909_Table_Hydro%20Dams%20Approved.pdf,,0101000020E61000005D6DC5FEB24F5A40E3361AC05BC02A40
413,Cambodia,Stung Siem Reap,Hydro,Planned,2,,,,,,,,Cambodia,Siem Reap,Svay Leu,Stung Siem Reap,13.5546,104.162,,,OpenDevelopment,,,0101000020E610000066666666660A5A405C1B2AC6F91B2B40
414,Cambodia,Stung Sreng,Hydro,Planned,7,,,,,,,,Cambodia,Oddar Meanchey,Chong Kal,Steng Sreng,14.0157,103.724,,,OpenDevelopment,,,0101000020E6100000FCA9F1D24DEE5940F2B5679604082C40
415,Cambodia,Stung Staung,Hydro,Planned,4,,,,,,,,Cambodia,Kampong Thom,Prasat Balangk,Steng Staung,13.2226,104.766,,,OpenDevelopment,,,0101000020E6100000CC5D4BC807315A401990BDDEFD712A40
416,Cambodia,Stung Sva Slapp,Hydro,Planned,4,,,,,,,,Cambodia,Kampong Speu,Aoral,Mekong Mainstem - Lower Cambodia Floodplain,11.6898,104.018,,,OpenDevelopment,,,0101000020E61000001361C3D32B015A403737A6272C612740
417,Cambodia,Stung Tanat,Hydro,Planned,4,,,,,,,,Cambodia,Siem Reap,Varin,Steng Tanat,13.8849,103.897,,,OpenDevelopment,,,0101000020E6100000AF94658863F9594085CE6BEC12C52B40
418,Cambodia,Stung Tatai Leu,Hydro,Planned,150,2026,China,China National Heavy Machinery Corp,,,,,Cambodia,Koh Kong,Thma Bang,Coastal Rivers Koh Kong,11.6617,103.398,"Actual location unknown, currently sited at locality in link/announcement",527000,Khmer Times,https://www.phnompenhpost.com/business/proposed-koh-kong-dam-one-step-closer; https://www.khmertimeskh.com/50738965/more-hydropower-proposed-as-energy-demand-fluctuates/; https://www.phnompenhpost.com/business/implementation-accord-inked-koh-kong-dam,https://www.khmertimeskh.com/50776451/cabinet-approves-stung-tatai-leu-hydropower-dam-development-project/,0101000020E6100000A167B3EA73D95940DF37BEF6CC522740
419,Cambodia,Stung Treng,Hydro,Planned,980,,Cambodia,Royal Group,Vietnam,"Vietnam Urban & Industrial Zone Development
 Investment Corporation (Vietnam)",,,Cambodia,Stung Treng,Stueng Traeng,Mekong Mainstream - Lower,13.5753,105.985,,,OpenDevelopment,https://www.internationalrivers.org/sites/default/files/attached-files/mekong_mainstream_damsupdate_2017_english.pdf,https://www.internationalrivers.org/sites/default/files/attached-files/mekong_mainstream_damsupdate_2017_english.pdf,0101000020E6100000744694F6067F5A4066BD18CA89262B40
420,Cambodia,Stung Veal Thmor Kambot,Hydro,Planned,100,,China,China Huadian Corporation,,,,,Cambodia,Koh Kong,Kaoh Kong,Coastal Rivers Koh Kong,11.4632,103.032,"Actual location unknown, currently sited at locality in link/announcement",,Khmer Times,https://www.khmertimeskh.com/638580/chinese-company-asked-to-re-conduct-koh-kong-dam-study/,https://www.phnompenhpost.com/business/prospect-another-koh-kong-dam-raised,0101000020E6100000832F4CA60AC25940E96514CB2DED2640
421,Cambodia,Upper Prek Ter,Hydro,Planned,15,,,,,,,,Cambodia,Mondulkiri,Ou Reang,Dong Nai,12.3063,107.161,,,OpenDevelopment,,,0101000020E6100000AED85F764FCA5A40062FFA0AD29C2840
422,Cambodia,Upper Sesan IV,Hydro,Planned,350,,,,,,,,Cambodia,Ratanak Kiri,Ou Ya Dav,Sesan,13.7812,107.447,,,OpenDevelopment,http://www.mrcmekong.org/assets/Publications/SESAN-SREPOK-Issue-paper-Final-21May20.pdf,http://www.mrcmekong.org/assets/Publications/SESAN-SREPOK-Issue-paper-Final-21May20.pdf,0101000020E61000007F6ABC7493DC5A4039454772F98F2B40
423,Cambodia,Upper Stung Russei Chrum,Hydro,Planned,32,,,,,,,,Cambodia,Koh Kong,Thma Bang,Steng Atay,11.9963,103.442,,,OpenDevelopment,,,0101000020E6100000A3923A014DDC5940AE47E17A14FE2740
424,Myanmar,Bawgata,Hydro,Planned,160,2020,Myanmar,Thoolei Co. (Myanmar),,,Myanmar,Thoolei (Myanmar),Myanmar,Bago,Taungoo,Sittaung Mainstem,18.2556,96.8485,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000FCA9F1D24D3658406F2A52616C413240
425,Myanmar,Buanlung,Hydro,Planned,30,,China,PowerChina International (China),,,,,Myanmar,Chin,Palam,Lemyo,22.5015,93.5442,"Actual location unknown, currently sited at locality in link/announcement",,,https://www.bnionline.net/en/news/chin-govt-approves-five-chinese-hydropower-projects,,0101000020E6100000C9C859D8D3625740AAF1D24D62803640
426,Myanmar,Chipwi,Hydro,Planned,3400,,China,State Power Investment Corporation (China),,,China,China Power Investment Corporation (CPI) (China),Myanmar,Kachin,Myitkyina,N'mai,25.9505,98.1504,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000003D7E6FD39F895840338AE59656F33940
427,Myanmar,Gawlan (Gaw Lan),Hydro,Planned,120,,China; Myanmar,"Yunnan Energy Investment Group (China), International Group of Entrepreneurs (Myanmar)",,,China,"Yunnan Energy Investment Group (China), International Group of Entrepreneurs (Myanmar)",Myanmar,Kachin,Myitkyina,N'mai,26.0519,98.5805,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000B728B34126A55840AF5A99F04B0D3A40
428,Myanmar,He Kou,Hydro,Planned,138,,China,China Southern Power Grid Yunnan International Co. (China),,,,,Myanmar,Shan,Mongphat,Nan Lue-Nan Lan,21.3413,100.721,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES,,0101000020E6100000EEEBC039232E5940AC730CC85E573540
429,Myanmar,Hkankawn,Hydro,Planned,140,,China; Myanmar,"Yunnan Energy Investment Group (China), International Group of Entrepreneurs (Myanmar)",,,China,"Yunnan Energy Investment Group (China), International Group of Entrepreneurs (Myanmar)",Myanmar,Kachin,Myitkyina,N'mai,26.0239,98.4295,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES,,0101000020E6100000963E74417D9B5840BCAE5FB01B063A40
430,Myanmar,Hpizaw (Pisa),Hydro,Planned,2000,2030,China,State Power Investment Corporation (China),,,China,China Power Investment Corporation (CPI) (China),Myanmar,Kachin,Putao,N'mai,26.7373,98.3759,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E610000040A4DFBE0E985840CDAFE600C1BC3A40
431,Myanmar,Htamathi (Tamanthi),Hydro,Planned,1200,,,,,,India,NHPC India (India),Myanmar,Sagaing,Hkamti,Chindwin,25.3222,95.297,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E610000005A3923A01D3574043CA4FAA7D523940
432,Myanmar,Hutgyi (Hatgyi),Hydro,Planned,1360,2019,Thailand,EGAT (Thailand),China; Thailand,China and Thai banks (China; Thailand),China,"Power Construction Corp, China",Myanmar,Kayin,Kawkareik,Salween Mainstem,17.4727,97.7623,,,Myanmar Institute for Peace and Security,https://en.wikipedia.org/wiki/Hatgyi_Daml; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERESl; https://www.burmariversnetwork.org/title/dam-projects/hatgyi.htm,,0101000020E61000005704FF5BC9705840E2CCAFE600793140
433,Myanmar,Kanpetlet,Hydro,Planned,30,,Norway,Norway Power Company Limited (Norway),,,,,Myanmar,Chin,Mindat,Yaw Chaung,21.1853,94.0534,"Actual location unknown, currently sited at locality in link/announcement",,"Ministry of Electricity and Energy, Republic of the Union of Myanmar",MOU signed; https://www.mmtimes.com/news/efforts-draw-chin-investments-yield-positive-results.html; https://www.mmbiztoday.com/articles/norway-power-company-invest-50-million-chin-state; https://www.mmtimes.com/news/faster-implementation-power-projects-n,,0101000020E6100000E1D1C6116B835740BAF770C9712F3540
